id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p8_9,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p9_8,p9_9,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p12,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
24,Mujer,61,55-64,< 10.000,Girona,Cataluña,"Sí, con uno/a de 18 años o más",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A2,Ahorro/se ahorra un poco de dinero cada mes,9,Sumar,Sumar,6,1,0 no le votaría nunca,7,Sumar,2,Mucho,Mucho,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Con Palestina,Bien,Bien,Bien,Bien,Bien,Bien,Regular,Mal,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",0.9985304602617502
25,Mujer,63,55-64,100.001 - 500.000,Murcia,"Murcia, Región de",No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Llego/se llega justo a final de mes,"0 con toda seguridad, NO iría a votar",No votaría,PSOE (Partido Socialista Obrero Español),0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,No voté,5,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Bastante,Mucho,Mucho,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,No lo sé,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con ninguno de los dos,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",0.8186273830145464
26,Mujer,42,35-44,100.001 - 500.000,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra bastante dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),2,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Bastante,Mucho,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Bastante de acuerdo,Con Palestina,Regular,Bien,Muy mal,Regular,Bien,Regular,Muy mal,Regular,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.8270606891207762
27,Hombre,45,45-54,500.000+,Barcelona,Cataluña,"Sí, con uno/a de 0 a 8 años",Tercer grado (Doctorado),A2,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),5,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),No lo sé,Poco,Nada,Bastante,Mucho,Mucho,Bastante,Mucho,Nada,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"No, no había oído hablar de esta guerra",No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.8966915376898558
28,Mujer,68,65+,20.001 - 50.000,Barcelona,Cataluña,"Sí, con uno/a de 18 años o más","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",E1,Llego/se llega justo a final de mes,9,PP (Partido Popular),PP (Partido Popular),5,9,7,0 no le votaría nunca,No voté,7,Mucho,Mucho,Bastante,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Muy de acuerdo,Poco de acuerdo,No lo sé,Con Israel,Bien,No lo sé,Bien,Regular,Regular,Muy mal,Bien,Regular,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",1.1974677822364308
29,Hombre,40,35-44,100.001 - 500.000,Cádiz,Andalucía,"Sí, con uno/a de 0 a 8 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Llego/se llega justo a final de mes,"0 con toda seguridad, NO iría a votar",No votaría,Vox,0 no le votaría nunca,0 no le votaría nunca,5,0 no le votaría nunca,No voté,No lo sé,Mucho,Bastante,Bastante,Bastante,Mucho,Bastante,Bastante,Poco,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Nada de acuerdo,Nada de acuerdo,Muy de acuerdo,No lo sé,No lo sé,Con ninguno de los dos,Regular,Regular,Mal,Regular,No lo sé,No lo sé,No lo sé,Regular,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.8520275375477339
30,Mujer,44,35-44,< 10.000,Barcelona,Cataluña,"Sí, con uno/a de 9 a 12 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,Llego/se llega justo a final de mes,No lo sé,No lo sé,No lo sé,1,0 no le votaría nunca,0 no le votaría nunca,4,No lo sé,1,Bastante,Bastante,No lo sé,No lo sé,Mucho,Bastante,No lo sé,No lo sé,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he oído hablar de ella",No lo sé,No lo sé,No lo sé,Muy de acuerdo,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",1.118824067678066
31,Mujer,33,25-34,< 10.000,Lleida,Cataluña,"Sí, con uno/a de 9 a 12 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Ahorro/se ahorra un poco de dinero cada mes,7,CUP – PR (Candidatura D’Unitat Popular – Per la Ruptura),No lo sé,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,No voté,8,Bastante,Mucho,Bastante,Bastante,Mucho,Mucho,Mucho,Mucho,Bastante,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Poco de acuerdo,No lo sé,Nada de acuerdo,Nada de acuerdo,Poco de acuerdo,Con ambos por igual,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",1.080446998225973
32,Hombre,68,65+,100.001 - 500.000,Castellón/Castelló,Comunitat Valenciana,"Sí, con uno/a de 18 años o más",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,5,PSOE (Partido Socialista Obrero Español),4,Mucho,Mucho,Bastante,Mucho,Mucho,Mucho,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Poco de acuerdo,Poco de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con Palestina,Mal,Mal,Muy mal,Bien,Bien,Regular,Muy mal,Muy mal,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",0.955001779527555
33,Mujer,43,35-44,< 10.000,Ciudad Real,Castilla - La Mancha,No convivo con ningún/a hijo/a,"Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",E1,He tenido/se ha tenido que echar mano del ahorro,"0 con toda seguridad, NO iría a votar",No votaría,Ninguno,No lo sé,No lo sé,0 no le votaría nunca,No lo sé,No voté,5,Mucho,Bastante,No lo sé,Mucho,Mucho,Mucho,Bastante,Mucho,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sí, he oído hablar de ella",No lo sé,Bastante de acuerdo,No lo sé,Muy de acuerdo,No lo sé,No lo sé,Con ninguno de los dos,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Muy mal,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",1.053186725698415
34,Mujer,45,45-54,100.001 - 500.000,Sevilla,Andalucía,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Ahorro/se ahorra un poco de dinero cada mes,9,Otro,Otro,0 no le votaría nunca,0 no le votaría nunca,0 no le votaría nunca,1,Otro,5,Mucho,Mucho,Bastante,Mucho,Mucho,Bastante,Bastante,Bastante,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,No lo sé,Muy de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No lo sé,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.6698526858628729
35,Hombre,66,65+,< 10.000,Almería,Andalucía,No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Llego/se llega justo a final de mes,9,PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),9,1,0 no le votaría nunca,5,PSOE (Partido Socialista Obrero Español),3,Mucho,Mucho,Poco,Bastante,Bastante,Bastante,Bastante,Poco,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con Palestina,Bien,Bien,Mal,Regular,Regular,No lo sé,Regular,No lo sé,Menos de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",1.123594477783901
36,Mujer,69,65+,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A1,Ahorro/se ahorra un poco de dinero cada mes,"0 con toda seguridad, NO iría a votar",No votaría,PP (Partido Popular),0 no le votaría nunca,10 le votaría siempre,5,0 no le votaría nunca,No voté,5,Mucho,Mucho,Bastante,Mucho,Mucho,Mucho,Bastante,Bastante,Nada,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Con Israel,Regular,Mal,Muy bien,Muy mal,Bien,Regular,Bien,Bien,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",1.2624992649389533
37,Hombre,47,45-54,10.001 - 20.000,Santa Cruz de Tenerife,Canarias,"Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,He tenido/se ha tenido que echar mano del ahorro,"10 con toda seguridad, iría a votar",Nueva Canarias – Bloque Canarista,Coalición Canaria,5,5,4,6,PSOE (Partido Socialista Obrero Español),5,Bastante,Bastante,Mucho,Mucho,Poco,Bastante,Poco,Poco,Nada,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Nada de acuerdo,Con Palestina,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Muy mal,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",1.1849669893169876
38,Mujer,47,45-54,500.000+,Málaga,Andalucía,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,5,PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,7,0 no le votaría nunca,0 no le votaría nunca,No voté,9,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Poco,Mucho,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,No lo sé,No lo sé,Muy de acuerdo,No lo sé,No lo sé,Con ninguno de los dos,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",0.7372120534415668
39,Mujer,53,45-54,< 10.000,Lleida,Cataluña,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,B,Ahorro/se ahorra un poco de dinero cada mes,No lo sé,No lo sé,JxCAT – Junts (Junts per Catalunya – Junts),5,0 no le votaría nunca,0 no le votaría nunca,4,No voté,No lo sé,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Nada,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Bastante de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con ninguno de los dos,Regular,Regular,Regular,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.8792276082103223
40,Mujer,56,55-64,20.001 - 50.000,Asturias,"Asturias, Principado de","Sí, con uno/a de 13 a 17 años",Tercer grado (Doctorado),B,Ahorro/se ahorra bastante dinero cada mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),Ninguno,0 no le votaría nunca,5,0 no le votaría nunca,0 no le votaría nunca,PP (Partido Popular),5,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",No lo sé,No lo sé,No lo sé,Muy de acuerdo,No lo sé,No lo sé,Con ninguno de los dos,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.6988399485060074
41,Mujer,53,45-54,100.001 - 500.000,Alicante/Alacant,Comunitat Valenciana,"Sí, con uno/a de 18 años o más","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",B,Ahorro/se ahorra un poco de dinero cada mes,1,No votaría,PP (Partido Popular),2,8,7,No lo sé,No voté,6,Mucho,Bastante,Nada,Bastante,Mucho,Bastante,Bastante,No lo sé,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he oído hablar de ella",Bastante de acuerdo,Poco de acuerdo,No lo sé,Bastante de acuerdo,No lo sé,No lo sé,Con ninguno de los dos,Muy bien,Muy bien,Muy bien,Muy bien,Regular,No lo sé,Regular,Regular,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, primer ciclo y menos",0.7170206635581455
